r,gtt,grr,phi,gtt_schw,grr_schw
1.290350179422840426e+02,9.933789374705971342e-01,1.007806709096282560e+00,1.233425504946534385e-02,9.922501657616129567e-01,1.007810363258985875e+00
1.290944573568608007e+02,9.933822244759683562e-01,1.007803075227583278e+00,1.232858680635705827e-02,9.922537340450204857e-01,1.007806739031760657e+00
1.291539241519429879e+02,9.933855097919462862e-01,1.007799443067424860e+00,1.232291595219746176e-02,9.922573006854708000e-01,1.007803116499299545e+00
1.292134183401432495e+02,9.933887934194169933e-01,1.007795812614989295e+00,1.231724248578379421e-02,9.922608656837204055e-01,1.007799495660797851e+00
1.292729399340801706e+02,9.933920753592649922e-01,1.007792183869458791e+00,1.231156640591272652e-02,9.922644290405252532e-01,1.007795876515451328e+00
1.293324889463780210e+02,9.933953556123746864e-01,1.007788556830015336e+00,1.230588771138038662e-02,9.922679907566411828e-01,1.007792259062456397e+00
1.293920653896670103e+02,9.933986341796317010e-01,1.007784931495842473e+00,1.230020640098233344e-02,9.922715508328237011e-01,1.007788643301009479e+00
1.294516692765830612e+02,9.934019110619185522e-01,1.007781307866124187e+00,1.229452247351358815e-02,9.922751092698277597e-01,1.007785029230307661e+00
1.295113006197679510e+02,9.934051862601189775e-01,1.007777685940043799e+00,1.228883592776860642e-02,9.922786660684081994e-01,1.007781416849548028e+00
1.295709594318693121e+02,9.934084597751158263e-01,1.007774065716785294e+00,1.228314676254129052e-02,9.922822212293194166e-01,1.007777806157928779e+00
1.296306457255406031e+02,9.934117316077919480e-01,1.007770447195533770e+00,1.227745497662498242e-02,9.922857747533153638e-01,1.007774197154647666e+00
1.296903595134410523e+02,9.934150017590293036e-01,1.007766830375474543e+00,1.227180069386396045e-02,9.922893266411497715e-01,1.007770589838903552e+00
1.297501008082357430e+02,9.934182702297088552e-01,1.007763215255792266e+00,1.226623298103935063e-02,9.922928768935759258e-01,1.007766984209895300e+00
1.298098696225956701e+02,9.934215370207123419e-01,1.007759601835673369e+00,1.226066270347226685e-02,9.922964255113470022e-01,1.007763380266822217e+00
1.298696659691976549e+02,9.934248021329201705e-01,1.007755990114303390e+00,1.225508985998126354e-02,9.922999724952155098e-01,1.007759778008883833e+00
1.299294898607240896e+02,9.934280655672133031e-01,1.007752380090870536e+00,1.224951444938438341e-02,9.923035178459337358e-01,1.007756177435280565e+00
1.299893413098635335e+02,9.934313273244704812e-01,1.007748771764560791e+00,1.224393647049908454e-02,9.923070615642536341e-01,1.007752578545213051e+00
1.300492203293102875e+02,9.934345874055717784e-01,1.007745165134561693e+00,1.223835592214229939e-02,9.923106036509269368e-01,1.007748981337881711e+00
1.301091269317645072e+02,9.934378458113963806e-01,1.007741560200061448e+00,1.223277280313041053e-02,9.923141441067047097e-01,1.007745385812488070e+00
1.301690611299321461e+02,9.934411025428221409e-01,1.007737956960247372e+00,1.222718711227925928e-02,9.923176829323381298e-01,1.007741791968233658e+00
1.302290229365250980e+02,9.934443576007273569e-01,1.007734355414309446e+00,1.222159884840413532e-02,9.923212201285775969e-01,1.007738199804320889e+00
1.302890123642610263e+02,9.934476109859898818e-01,1.007730755561436098e+00,1.221600801031978885e-02,9.923247556961732885e-01,1.007734609319951957e+00
1.303490294258635060e+02,9.934508626994863478e-01,1.007727157400816642e+00,1.221041459684042187e-02,9.923282896358752714e-01,1.007731020514329723e+00
1.304090741340619388e+02,9.934541127420946083e-01,1.007723560931641504e+00,1.220481860677968995e-02,9.923318219484329461e-01,1.007727433386657490e+00
1.304691465015916094e+02,9.934573611146892969e-01,1.007719966153100444e+00,1.219922003895070224e-02,9.923353526345954911e-01,1.007723847936139006e+00
1.305292465411936860e+02,9.934606078181477118e-01,1.007716373064384774e+00,1.219361889216602143e-02,9.923388816951118629e-01,1.007720264161978019e+00
1.305893742656151915e+02,9.934638528533447088e-01,1.007712781664684920e+00,1.218801516523766032e-02,9.923424091307304629e-01,1.007716682063379166e+00
1.306495296876089753e+02,9.934670962211558098e-01,1.007709191953192640e+00,1.218240885697709046e-02,9.923459349421994702e-01,1.007713101639547082e+00
1.307097128199338556e+02,9.934703379224552044e-01,1.007705603929099913e+00,1.217679996619523003e-02,9.923494591302667311e-01,1.007709522889687070e+00
1.307699236753544483e+02,9.934735779581161941e-01,1.007702017591598498e+00,1.217118849170245078e-02,9.923529816956797589e-01,1.007705945813004433e+00
1.308301622666412527e+02,9.934768163290140786e-01,1.007698432939881927e+00,1.216557443230858494e-02,9.923565026391855115e-01,1.007702370408705361e+00
1.308904286065707083e+02,9.934800530360208271e-01,1.007694849973142848e+00,1.215995778682290099e-02,9.923600219615309470e-01,1.007698796675996267e+00
1.309507227079251095e+02,9.934832880800099630e-01,1.007691268690574571e+00,1.215433855405412961e-02,9.923635396634624684e-01,1.007695224614083784e+00
1.310110445834926054e+02,9.934865214618537888e-01,1.007687689091371075e+00,1.214871673281044985e-02,9.923670557457260344e-01,1.007691654222174993e+00
1.310713942460672854e+02,9.934897531824233852e-01,1.007684111174727226e+00,1.214309232189949433e-02,9.923705702090674929e-01,1.007688085499477415e+00
1.311317717084491221e+02,9.934929832425911655e-01,1.007680534939836781e+00,1.213746532012834230e-02,9.923740830542323588e-01,1.007684518445199018e+00
1.311921769834439431e+02,9.934962116432283219e-01,1.007676960385895271e+00,1.213187190113473347e-02,9.923775942819654805e-01,1.007680953058547990e+00
1.312526100838635159e+02,9.934994383852049360e-01,1.007673387512098451e+00,1.212636756590667990e-02,9.923811038930117068e-01,1.007677389338732965e+00
1.313130710225255200e+02,9.935026634693912007e-01,1.007669816317641187e+00,1.212086069513076611e-02,9.923846118881154421e-01,1.007673827284963020e+00
1.313735598122535180e+02,9.935058868966570866e-01,1.007666246801720566e+00,1.211535128763900106e-02,9.923881182680205360e-01,1.007670266896447897e+00
1.314340764658769558e+02,9.935091086678713435e-01,1.007662678963533009e+00,1.210983934226286286e-02,9.923916230334709487e-01,1.007666708172397119e+00
1.314946209962312196e+02,9.935123287839037198e-01,1.007659112802275603e+00,1.210432485783328495e-02,9.923951261852097527e-01,1.007663151112020872e+00
1.315551934161576355e+02,9.935155472456221881e-01,1.007655548317145655e+00,1.209880783318065776e-02,9.923986277239802423e-01,1.007659595714529788e+00
1.316157937385033563e+02,9.935187640538948317e-01,1.007651985507341585e+00,1.209328826713484788e-02,9.924021276505248235e-01,1.007656041979134942e+00
1.316764219761215600e+02,9.935219792095887348e-01,1.007648424372060925e+00,1.208776615852516674e-02,9.924056259655860135e-01,1.007652489905047410e+00
1.317370781418712795e+02,9.935251927135728689e-01,1.007644864910503202e+00,1.208224150618039498e-02,9.924091226699056634e-01,1.007648939491479378e+00
1.317977622486174880e+02,9.935284045667112096e-01,1.007641307121866170e+00,1.207671430892877200e-02,9.924126177642254021e-01,1.007645390737643032e+00
1.318584743092310703e+02,9.935316147698721734e-01,1.007637751005350690e+00,1.207118456559799942e-02,9.924161112492866366e-01,1.007641843642750334e+00
1.319192143365888796e+02,9.935348233239206239e-01,1.007634196560155182e+00,1.206565227501523417e-02,9.924196031258303297e-01,1.007638298206014582e+00
1.319799823435736243e+02,9.935380302297219801e-01,1.007630643785480506e+00,1.206011743600710062e-02,9.924230933945970001e-01,1.007634754426648849e+00
1.320407783430740380e+02,9.935412354881414387e-01,1.007627092680527969e+00,1.205458004739967323e-02,9.924265820563269447e-01,1.007631212303867096e+00
1.321016023479847377e+02,9.935444391000436415e-01,1.007623543244497766e+00,1.204904010801849390e-02,9.924300691117600159e-01,1.007627671836883287e+00
1.321624543712063087e+02,9.935476410662918978e-01,1.007619995476590979e+00,1.204349761668855462e-02,9.924335545616360665e-01,1.007624133024911828e+00
1.322233344256452483e+02,9.935508413877509604e-01,1.007616449376010248e+00,1.203795257223431482e-02,9.924370384066940609e-01,1.007620595867167346e+00
1.322842425242139939e+02,9.935540400652835835e-01,1.007612904941957765e+00,1.203240497347969097e-02,9.924405206476730745e-01,1.007617060362865358e+00
1.323451786798309797e+02,9.935572370997521885e-01,1.007609362173635281e+00,1.202685481924805309e-02,9.924440012853116277e-01,1.007613526511221380e+00
1.324061429054205519e+02,9.935604324920195296e-01,1.007605821070246543e+00,1.202130210836223172e-02,9.924474803203480189e-01,1.007609994311451151e+00
1.324671352139130249e+02,9.935636262429474730e-01,1.007602281630994412e+00,1.201574683964451613e-02,9.924509577535201021e-01,1.007606463762771298e+00
1.325281556182446536e+02,9.935668183533973297e-01,1.007598743855083079e+00,1.201018901191665440e-02,9.924544335855652877e-01,1.007602934864398669e+00
1.325892041313576613e+02,9.935700088242302996e-01,1.007595207741716292e+00,1.200462862399984641e-02,9.924579078172209856e-01,1.007599407615550113e+00
1.326502807662002681e+02,9.935731976563068057e-01,1.007591673290099354e+00,1.199906567471475255e-02,9.924613804492240510e-01,1.007595882015442923e+00
1.327113855357267198e+02,9.935763848504879370e-01,1.007588140499436236e+00,1.199353247181880397e-02,9.924648514823108947e-01,1.007592358063295501e+00
1.327725184528968896e+02,9.935795704076322288e-01,1.007584609368933126e+00,1.198809079828587823e-02,9.924683209172178167e-01,1.007588835758325807e+00
1.328336795306769886e+02,9.935827543285999930e-01,1.007581079897795329e+00,1.198264661806992641e-02,9.924717887546805617e-01,1.007585315099752687e+00
1.328948687820390830e+02,9.935859366142492100e-01,1.007577552085228589e+00,1.197719993001625585e-02,9.924752549954347636e-01,1.007581796086794990e+00
1.329560862199612075e+02,9.935891172654388592e-01,1.007574025930440653e+00,1.197175073296964480e-02,9.924787196402156120e-01,1.007578278718672005e+00
1.330173318574273651e+02,9.935922962830273653e-01,1.007570501432637045e+00,1.196629902577433548e-02,9.924821826897577415e-01,1.007574762994604134e+00
1.330786057074275845e+02,9.935954736678711541e-01,1.007566978591025952e+00,1.196084480727403754e-02,9.924856441447958977e-01,1.007571248913810891e+00
1.331399077829578061e+02,9.935986494208282060e-01,1.007563457404814677e+00,1.195538807631193155e-02,9.924891040060641600e-01,1.007567736475512898e+00
1.332012380970200240e+02,9.936018235427553913e-01,1.007559937873210743e+00,1.194992883173066206e-02,9.924925622742963860e-01,1.007564225678931447e+00
1.332625966626222009e+02,9.936049960345084697e-01,1.007556419995424335e+00,1.194446707237233930e-02,9.924960189502259889e-01,1.007560716523287381e+00
1.333239834927782681e+02,9.936081668969437564e-01,1.007552903770662533e+00,1.193900279707854444e-02,9.924994740345860489e-01,1.007557209007803101e+00
1.333853986005081538e+02,9.936113361309167891e-01,1.007549389198135525e+00,1.193353600469032431e-02,9.925029275281095353e-01,1.007553703131699896e+00
1.334468419988378400e+02,9.936145037372814404e-01,1.007545876277052388e+00,1.192806669404818630e-02,9.925063794315289734e-01,1.007550198894200610e+00
1.335083137007992207e+02,9.936176697168939143e-01,1.007542365006623974e+00,1.192259486399211213e-02,9.925098297455762220e-01,1.007546696294528310e+00
1.335698137194302717e+02,9.936208340706070841e-01,1.007538855386060028e+00,1.191712051336154231e-02,9.925132784709833622e-01,1.007543195331905617e+00
1.336313420677749377e+02,9.936239967992759325e-01,1.007535347414572069e+00,1.191164364099538478e-02,9.925167256084816980e-01,1.007539696005556484e+00
1.336928987588831603e+02,9.936271579037524448e-01,1.007531841091370506e+00,1.190616424573201493e-02,9.925201711588024223e-01,1.007536198314704867e+00
1.337544838058109065e+02,9.936303173848898274e-01,1.007528336415666859e+00,1.190068232640927211e-02,9.925236151226762837e-01,1.007532702258575164e+00
1.338160972216201969e+02,9.936334752435411755e-01,1.007524833386673757e+00,1.189519788186445617e-02,9.925270575008338092e-01,1.007529207836391771e+00
1.338777390193789927e+02,9.936366314805576971e-01,1.007521332003603387e+00,1.188971091093433789e-02,9.925304982940050813e-01,1.007525715047380199e+00
1.339394092121613369e+02,9.936397860967917106e-01,1.007517832265668822e+00,1.188422141245514506e-02,9.925339375029197386e-01,1.007522223890765734e+00
1.340011078130472697e+02,9.936429390930936467e-01,1.007514334172081805e+00,1.187872938526257811e-02,9.925373751283074197e-01,1.007518734365774327e+00
1.340628348351228567e+02,9.936460904703139363e-01,1.007510837722057406e+00,1.187323482819179106e-02,9.925408111708972081e-01,1.007515246471631931e+00
1.341245902914801889e+02,9.936492402293040094e-01,1.007507342914809367e+00,1.186773774007741054e-02,9.925442456314178541e-01,1.007511760207565388e+00
1.341863741952174109e+02,9.936523883709131866e-01,1.007503849749551428e+00,1.186223811975352024e-02,9.925476785105976640e-01,1.007508275572801981e+00
1.342481865594386647e+02,9.936555348959903444e-01,1.007500358225497994e+00,1.185676449203628725e-02,9.925511098091649442e-01,1.007504792566568330e+00
1.343100273972541459e+02,9.936586798053853586e-01,1.007496868341865248e+00,1.185138477225903403e-02,9.925545395278473348e-01,1.007501311188092830e+00
1.343718967217801037e+02,9.936618230999462176e-01,1.007493380097868041e+00,1.184600257433747993e-02,9.925579676673722540e-01,1.007497831436603652e+00
1.344337945461388131e+02,9.936649647805211316e-01,1.007489893492721666e+00,1.184061789713008149e-02,9.925613942284668978e-01,1.007494353311328750e+00
1.344957208834585742e+02,9.936681048479578671e-01,1.007486408525643418e+00,1.183523073949476617e-02,9.925648192118580182e-01,1.007490876811497182e+00
1.345576757468737981e+02,9.936712433031039682e-01,1.007482925195849921e+00,1.182984110028893233e-02,9.925682426182719231e-01,1.007487401936338456e+00
1.346196591495248640e+02,9.936743801468063131e-01,1.007479443502557359e+00,1.182444897836946139e-02,9.925716644484348095e-01,1.007483928685081853e+00
1.346816711045582906e+02,9.936775153799103366e-01,1.007475963444983247e+00,1.181905437259269526e-02,9.925750847030724300e-01,1.007480457056957768e+00
1.347437116251265650e+02,9.936806490032633610e-01,1.007472485022345987e+00,1.181365728181446063e-02,9.925785033829102044e-01,1.007476987051196371e+00
1.348057807243883133e+02,9.936837810177102659e-01,1.007469008233863317e+00,1.180825770489004993e-02,9.925819204886732194e-01,1.007473518667028278e+00
1.348678784155081587e+02,9.936869114240954870e-01,1.007465533078753861e+00,1.180285564067423167e-02,9.925853360210861176e-01,1.007470051903684771e+00
1.349300047116568066e+02,9.936900402232656804e-01,1.007462059556236689e+00,1.179745108802124874e-02,9.925887499808735415e-01,1.007466586760397353e+00
1.349921596260110448e+02,9.936931674160635053e-01,1.007458587665531091e+00,1.179204404578481150e-02,9.925921623687594675e-01,1.007463123236397751e+00
1.350543431717537715e+02,9.936962930033330643e-01,1.007455117405856804e+00,1.178663451281810118e-02,9.925955731854675390e-01,1.007459661330918355e+00
1.351165553620738535e+02,9.936994169859184600e-01,1.007451648776433784e+00,1.178122248797377862e-02,9.925989824317213994e-01,1.007456201043191779e+00
1.351787962101662970e+02,9.937025393646619076e-01,1.007448181776482876e+00,1.177580797010396862e-02,9.926023901082439149e-01,1.007452742372451304e+00
1.352410657292321901e+02,9.937056601404067324e-01,1.007444716405224705e+00,1.177039095806027037e-02,9.926057962157580628e-01,1.007449285317929766e+00
1.353033639324787032e+02,9.937087793139947056e-01,1.007441252661880338e+00,1.176497145069375395e-02,9.926092007549861540e-01,1.007445829878861110e+00
1.353656908331190607e+02,9.937118968862675983e-01,1.007437790545671508e+00,1.175954944685495863e-02,9.926126037266502777e-01,1.007442376054479505e+00
1.354280464443725691e+02,9.937150128580664044e-01,1.007434330055820615e+00,1.175412494539389979e-02,9.926160051314721899e-01,1.007438923844019341e+00
1.354904307794647025e+02,9.937181272302324508e-01,1.007430871191549393e+00,1.174869794516005157e-02,9.926194049701733135e-01,1.007435473246715896e+00
1.355528438516269318e+02,9.937212400036059545e-01,1.007427413952081352e+00,1.174326844500237117e-02,9.926228032434747384e-01,1.007432024261803782e+00
1.356152856740968673e+02,9.937243511790271322e-01,1.007423958336639558e+00,1.173783644376927802e-02,9.926261999520972212e-01,1.007428576888519167e+00
1.356777562601183718e+02,9.937274607573354235e-01,1.007420504344446632e+00,1.173240194030864859e-02,9.926295950967612969e-01,1.007425131126097773e+00
1.357402556229409356e+02,9.937305687393703790e-01,1.007417051974727862e+00,1.172696493346787015e-02,9.926329886781869449e-01,1.007421686973775765e+00
1.358027837758206431e+02,9.937336751259702172e-01,1.007413601226706756e+00,1.172155024669360550e-02,9.926363806970940340e-01,1.007418244430790200e+00
1.358653407320194617e+02,9.937367799179734895e-01,1.007410152099608158e+00,1.171623178060882640e-02,9.926397711542018776e-01,1.007414803496378131e+00
1.359279265048055549e+02,9.937398831162180812e-01,1.007406704592657132e+00,1.171091086459599175e-02,9.926431600502296781e-01,1.007411364169776835e+00
1.359905411074531685e+02,9.937429847215417666e-01,1.007403258705079852e+00,1.170558749752655288e-02,9.926465473858961941e-01,1.007407926450224256e+00
1.360531845532426019e+02,9.937460847347810988e-01,1.007399814436100938e+00,1.170026167827144248e-02,9.926499331619197397e-01,1.007404490336958780e+00
1.361158568554603221e+02,9.937491831567734080e-01,1.007396371784947231e+00,1.169493340570107280e-02,9.926533173790186293e-01,1.007401055829218794e+00
1.361785580273989638e+02,9.937522799883543589e-01,1.007392930750845572e+00,1.168960267868533395e-02,9.926567000379105110e-01,1.007397622926243352e+00
1.362412880823572152e+02,9.937553752303592836e-01,1.007389491333022580e+00,1.168426949609359389e-02,9.926600811393129220e-01,1.007394191627271729e+00
1.363040470336399039e+02,9.937584688836245128e-01,1.007386053530705539e+00,1.167893385679470708e-02,9.926634606839428443e-01,1.007390761931543643e+00
1.363668348945580249e+02,9.937615609489849344e-01,1.007382617343122844e+00,1.167359575965699545e-02,9.926668386725172599e-01,1.007387333838299037e+00
1.364296516784286268e+02,9.937646514272745479e-01,1.007379182769502002e+00,1.166825520354827436e-02,9.926702151057524848e-01,1.007383907346778518e+00
1.364924973985749546e+02,9.937677403193276859e-01,1.007375749809072296e+00,1.166291218733582664e-02,9.926735899843646127e-01,1.007380482456222914e+00
1.365553720683264203e+02,9.937708276259776818e-01,1.007372318461061456e+00,1.165756670988641122e-02,9.926769633090696265e-01,1.007377059165873279e+00
1.366182757010184901e+02,9.937739133480580911e-01,1.007368888724699652e+00,1.165221877006627701e-02,9.926803350805828430e-01,1.007373637474971106e+00
1.366812083099927975e+02,9.937769974864023581e-01,1.007365460599216167e+00,1.164686836674114212e-02,9.926837052996195787e-01,1.007370217382758559e+00
1.367441699085972004e+02,9.937800800418418179e-01,1.007362034083841618e+00,1.164151549877619901e-02,9.926870739668943733e-01,1.007366798888477799e+00
1.368071605101855823e+02,9.937831610152090267e-01,1.007358609177805508e+00,1.163616016503613015e-02,9.926904410831218772e-01,1.007363381991371432e+00
1.368701801281181076e+02,9.937862404073355416e-01,1.007355185880339121e+00,1.163080236438507852e-02,9.926938066490162971e-01,1.007359966690682729e+00
1.369332287757609663e+02,9.937893182190523644e-01,1.007351764190673515e+00,1.162544209568668052e-02,9.926971706652912841e-01,1.007356552985654741e+00
1.369963064664865726e+02,9.937923944511899421e-01,1.007348344108040639e+00,1.162007935780403657e-02,9.927005331326606008e-01,1.007353140875531183e+00
1.370594132136735368e+02,9.937954691045786104e-01,1.007344925631671995e+00,1.161471414959972664e-02,9.927038940518371213e-01,1.007349730359556661e+00
1.371225490307065797e+02,9.937985421800498154e-01,1.007341508760800419e+00,1.160934646993580857e-02,9.927072534235338308e-01,1.007346321436975334e+00
1.371857139309765614e+02,9.938016136784308951e-01,1.007338093494657416e+00,1.160397631767381976e-02,9.927106112484632705e-01,1.007342914107032028e+00
1.372489079278805661e+02,9.938046836005516305e-01,1.007334679832477375e+00,1.159860369167476334e-02,9.927139675273375374e-01,1.007339508368972236e+00
1.373121310348218458e+02,9.938077519472406918e-01,1.007331267773493133e+00,1.159322859079912546e-02,9.927173222608685066e-01,1.007336104222041229e+00
1.373753832652098197e+02,9.938108187193266385e-01,1.007327857316938413e+00,1.158787221734841090e-02,9.927206754497678309e-01,1.007332701665485164e+00
1.374386646324600179e+02,9.938138839176369199e-01,1.007324448462047828e+00,1.158261431268429661e-02,9.927240270947464973e-01,1.007329300698550645e+00
1.375019751499942799e+02,9.938169475429984301e-01,1.007321041208055767e+00,1.157735398598947786e-02,9.927273771965156035e-01,1.007325901320483830e+00
1.375653148312404994e+02,9.938200095962392844e-01,1.007317635554196844e+00,1.157209123614826030e-02,9.927307257557854703e-01,1.007322503530532209e+00
1.376286836896328509e+02,9.938230700781848226e-01,1.007314231499706336e+00,1.156682606204442916e-02,9.927340727732664183e-01,1.007319107327943053e+00
1.376920817386116482e+02,9.938261289896619388e-01,1.007310829043821521e+00,1.156155846256125969e-02,9.927374182496684352e-01,1.007315712711964073e+00
1.377555089916234010e+02,9.938291863314958619e-01,1.007307428185776343e+00,1.155628843658151363e-02,9.927407621857009534e-01,1.007312319681843649e+00
1.378189654621208149e+02,9.938322421045115984e-01,1.007304028924808526e+00,1.155101598298743405e-02,9.927441045820732946e-01,1.007308928236830381e+00
1.378824511635627914e+02,9.938352963095345993e-01,1.007300631260154455e+00,1.154574110066075229e-02,9.927474454394943360e-01,1.007305538376172649e+00
1.379459661094144565e+02,9.938383489473892052e-01,1.007297235191051188e+00,1.154046378848268099e-02,9.927507847586726220e-01,1.007302150099120386e+00
1.380095103131471319e+02,9.938414000188992015e-01,1.007293840716736888e+00,1.153518404533392105e-02,9.927541225403164749e-01,1.007298763404922859e+00
1.380730837882382787e+02,9.938444495248883737e-01,1.007290447836449276e+00,1.152990187009465817e-02,9.927574587851337728e-01,1.007295378292830001e+00
1.381366865481716673e+02,9.938474974661793970e-01,1.007287056549426740e+00,1.152461726164455760e-02,9.927607934938320611e-01,1.007291994762092635e+00
1.382003186064372073e+02,9.938505438435955019e-01,1.007283666854907667e+00,1.151933021886277289e-02,9.927641266671188847e-01,1.007288612811960915e+00
1.382639799765310613e+02,9.938535886579590306e-01,1.007280278752131331e+00,1.151404074062794061e-02,9.927674583057009006e-01,1.007285232441686329e+00
1.383276706719555875e+02,9.938566319100916591e-01,1.007276892240337451e+00,1.150874882581817867e-02,9.927707884102848768e-01,1.007281853650520143e+00
1.383913907062193687e+02,9.938596736008148413e-01,1.007273507318765748e+00,1.150345447331109147e-02,9.927741169815771372e-01,1.007278476437714065e+00
1.384551400928372118e+02,9.938627137309498094e-01,1.007270123986655941e+00,1.149815768198376130e-02,9.927774440202835615e-01,1.007275100802520695e+00
1.385189188453301483e+02,9.938657523013171291e-01,1.007266742243249302e+00,1.149285845071276041e-02,9.927807695271099186e-01,1.007271726744192186e+00
1.385827269772254624e+02,9.938687893127370332e-01,1.007263362087786218e+00,1.148755677837413544e-02,9.927840935027614222e-01,1.007268354261981802e+00
1.386465645020567479e+02,9.938718247660303096e-01,1.007259983519509072e+00,1.148225266384340915e-02,9.927874159479431748e-01,1.007264983355142585e+00
1.387104314333635102e+02,9.938748586620145264e-01,1.007256606537658250e+00,1.147694610599561856e-02,9.927907368633598351e-01,1.007261614022928242e+00
1.387743277846917636e+02,9.938778910015100276e-01,1.007253231141476579e+00,1.147163710370525426e-02,9.927940562497157284e-01,1.007258246264592705e+00
1.388382535695938031e+02,9.938809217853344924e-01,1.007249857330206000e+00,1.146632565584628644e-02,9.927973741077149583e-01,1.007254880079390347e+00
1.389022088016280350e+02,9.938839510143070433e-01,1.007246485103090228e+00,1.146101176129217872e-02,9.928006904380610731e-01,1.007251515466575986e+00
1.389661934943591461e+02,9.938869786892445823e-01,1.007243114459371869e+00,1.145571308009559267e-02,9.928040052414576211e-01,1.007248152425404664e+00
1.390302076613580766e+02,9.938900048109648999e-01,1.007239745398293973e+00,1.145051505228772935e-02,9.928073185186074845e-01,1.007244790955132085e+00
1.390942513162020191e+02,9.938930293802848981e-01,1.007236377919101367e+00,1.144531463003117464e-02,9.928106302702136565e-01,1.007241431055013514e+00
1.391583244724744191e+02,9.938960523980211459e-01,1.007233012021038432e+00,1.144011181222293581e-02,9.928139404969783532e-01,1.007238072724305766e+00
1.392224271437650032e+02,9.938990738649895462e-01,1.007229647703349107e+00,1.143490659775951365e-02,9.928172491996036797e-01,1.007234715962264993e+00
1.392865593436697225e+02,9.939020937820055579e-01,1.007226284965278884e+00,1.142969898553689717e-02,9.928205563787914079e-01,1.007231360768148232e+00
1.393507210857908092e+02,9.939051121498847507e-01,1.007222923806073700e+00,1.142448897445057059e-02,9.928238620352430877e-01,1.007228007141212522e+00
1.394149123837367199e+02,9.939081289694418064e-01,1.007219564224978159e+00,1.141927656339550984e-02,9.928271661696597139e-01,1.007224655080715792e+00
1.394791332511222777e+02,9.939111442414910735e-01,1.007216206221239752e+00,1.141406175126617566e-02,9.928304687827420594e-01,1.007221304585915966e+00
1.395433837015684446e+02,9.939141579668467896e-01,1.007212849794103748e+00,1.140884453695652744e-02,9.928337698751906748e-01,1.007217955656071418e+00
1.396076637487025778e+02,9.939171701463220820e-01,1.007209494942818084e+00,1.140362491936001109e-02,9.928370694477057778e-01,1.007214608290440738e+00
1.396719734061582585e+02,9.939201807807309663e-01,1.007206141666629140e+00,1.139840289736955906e-02,9.928403675009870311e-01,1.007211262488282966e+00
1.397363126875753210e+02,9.939231898708850155e-01,1.007202789964785516e+00,1.139317846987760417e-02,9.928436640357340970e-01,1.007207918248857581e+00
1.398006816065999374e+02,9.939261974175976899e-01,1.007199439836535149e+00,1.138795163577605712e-02,9.928469590526460831e-01,1.007204575571424732e+00
1.398650801768845326e+02,9.939292034216805627e-01,1.007196091281125971e+00,1.138272239395632726e-02,9.928502525524217637e-01,1.007201234455244121e+00
1.399295084120878414e+02,9.939322078839446517e-01,1.007192744297806808e+00,1.137749074330930699e-02,9.928535445357599132e-01,1.007197894899576118e+00
1.399939663258748510e+02,9.939352108052016410e-01,1.007189398885826925e+00,1.137225668272538390e-02,9.928568350033585288e-01,1.007194556903682203e+00
1.400584539319169153e+02,9.939382121862626596e-01,1.007186055044435591e+00,1.136702021109442691e-02,9.928601239559154967e-01,1.007191220466823411e+00
1.401229712438915840e+02,9.939412120279369489e-01,1.007182712772883404e+00,1.136178132730580360e-02,9.928634113941285921e-01,1.007187885588261000e+00
1.401875182754828302e+02,9.939442103310345278e-01,1.007179372070419410e+00,1.135654003024835594e-02,9.928666973186949241e-01,1.007184552267257116e+00
1.402520950403807944e+02,9.939472070963650818e-01,1.007176032936295762e+00,1.135129631881043148e-02,9.928699817303114905e-01,1.007181220503074126e+00
1.403167015522820691e+02,9.939502023247380746e-01,1.007172695369761950e+00,1.134605019187984870e-02,9.928732646296748454e-01,1.007177890294974620e+00
1.403813378248894139e+02,9.939531960169613045e-01,1.007169359370070350e+00,1.134080164834392820e-02,9.928765460174814317e-01,1.007174561642221633e+00
1.404460038719119837e+02,9.939561881738436799e-01,1.007166024936472448e+00,1.133555068708946671e-02,9.928798258944269151e-01,1.007171234544078864e+00
1.405106997070652710e+02,9.939591787961928882e-01,1.007162692068219956e+00,1.133029730700275267e-02,9.928831042612072943e-01,1.007167908999809569e+00
1.405754253440709931e+02,9.939621678848158393e-01,1.007159360764565692e+00,1.132505570347517969e-02,9.928863811185175692e-01,1.007164585008678115e+00
1.406401807966572903e+02,9.939651554405199985e-01,1.007156031024762477e+00,1.131991687558339330e-02,9.928896564670530722e-01,1.007161262569948867e+00
1.407049660785585559e+02,9.939681414641120538e-01,1.007152702848063353e+00,1.131477568051309467e-02,9.928929303075082480e-01,1.007157941682886859e+00
1.407697812035155209e+02,9.939711259563978052e-01,1.007149376233722027e+00,1.130963211717385918e-02,9.928962026405776520e-01,1.007154622346756900e+00
1.408346261852752832e+02,9.939741089181826084e-01,1.007146051180991986e+00,1.130448618447474872e-02,9.928994734669551736e-01,1.007151304560824912e+00
1.408995010375912500e+02,9.939770903502725963e-01,1.007142727689128270e+00,1.129933788132432733e-02,9.929027427873345912e-01,1.007147988324356591e+00
1.409644057742231382e+02,9.939800702534722365e-01,1.007139405757384809e+00,1.129418720663066290e-02,9.929060106024093502e-01,1.007144673636618082e+00
1.410293404089370313e+02,9.939830486285864408e-01,1.007136085385017754e+00,1.128903415930131160e-02,9.929092769128725626e-01,1.007141360496876192e+00
