omega,lmax_eff,sigma_abs
8.720000000000005969e+00,2.600000000000000000e+01,1.984474624495722495e+01
8.740000000000007319e+00,2.600000000000000000e+01,1.981169678359620434e+01
8.760000000000006892e+00,2.600000000000000000e+01,1.977163661121819871e+01
8.780000000000006466e+00,2.600000000000000000e+01,1.972957048577769257e+01
8.800000000000007816e+00,2.600000000000000000e+01,1.968814600919595037e+01
8.820000000000007390e+00,2.600000000000000000e+01,1.964916522182997127e+01
8.840000000000006963e+00,2.700000000000000000e+01,1.961790857955115897e+01
8.860000000000006537e+00,2.700000000000000000e+01,1.959811444577424666e+01
8.880000000000006111e+00,2.700000000000000000e+01,1.958716697831095743e+01
8.900000000000007461e+00,2.700000000000000000e+01,1.959218069451723920e+01
8.920000000000007034e+00,2.700000000000000000e+01,1.961053497075967300e+01
8.940000000000006608e+00,2.700000000000000000e+01,1.964447665662213538e+01
8.960000000000007958e+00,2.700000000000000000e+01,1.968758672172589641e+01
8.980000000000007532e+00,2.700000000000000000e+01,1.973565369968872929e+01
9.000000000000007105e+00,2.700000000000000000e+01,1.978335175896314979e+01
9.020000000000006679e+00,2.700000000000000000e+01,1.982481056484807880e+01
9.040000000000006253e+00,2.700000000000000000e+01,1.985517581853029156e+01
9.060000000000007603e+00,2.700000000000000000e+01,1.987127980469642807e+01
9.080000000000007176e+00,2.700000000000000000e+01,1.987325381330849794e+01
9.100000000000006750e+00,2.700000000000000000e+01,1.986172178923572318e+01
9.120000000000008100e+00,2.700000000000000000e+01,1.983829065346742127e+01
9.140000000000007674e+00,2.700000000000000000e+01,1.980703433734300845e+01
9.160000000000007248e+00,2.700000000000000000e+01,1.976796155329300575e+01
9.180000000000006821e+00,2.700000000000000000e+01,1.972736261141834291e+01
9.200000000000006395e+00,2.700000000000000000e+01,1.968760400591360238e+01
9.220000000000007745e+00,2.700000000000000000e+01,1.965086288598484998e+01
9.240000000000007319e+00,2.800000000000000000e+01,1.962096842882416681e+01
9.260000000000006892e+00,2.800000000000000000e+01,1.960115995513095299e+01
9.280000000000008242e+00,2.800000000000000000e+01,1.959290750590896124e+01
9.300000000000007816e+00,2.800000000000000000e+01,1.959755214843534432e+01
9.320000000000007390e+00,2.800000000000000000e+01,1.961767334486302161e+01
9.340000000000006963e+00,2.800000000000000000e+01,1.964935097101912476e+01
9.360000000000006537e+00,2.800000000000000000e+01,1.969461871092182292e+01
9.380000000000007887e+00,2.800000000000000000e+01,1.973721660817197687e+01
9.400000000000007461e+00,2.800000000000000000e+01,1.978258512394150159e+01
9.420000000000007034e+00,2.800000000000000000e+01,1.982297912357071112e+01
9.440000000000008384e+00,2.800000000000000000e+01,1.985027096420991555e+01
9.460000000000007958e+00,2.800000000000000000e+01,1.986489113455595756e+01
9.480000000000007532e+00,2.800000000000000000e+01,1.986675441699669520e+01
9.500000000000007105e+00,2.800000000000000000e+01,1.985477864834047779e+01
9.520000000000006679e+00,2.800000000000000000e+01,1.983059463660395494e+01
9.540000000000008029e+00,2.800000000000000000e+01,1.980100057919176493e+01
9.560000000000007603e+00,2.800000000000000000e+01,1.976425679278305125e+01
9.580000000000007176e+00,2.800000000000000000e+01,1.972663290683539472e+01
9.600000000000008527e+00,2.800000000000000000e+01,1.968684378162061321e+01
9.620000000000008100e+00,2.800000000000000000e+01,1.965185059678022128e+01
9.640000000000007674e+00,2.900000000000000000e+01,1.962435023667463696e+01
9.660000000000007248e+00,2.900000000000000000e+01,1.960509049075400867e+01
9.680000000000006821e+00,2.900000000000000000e+01,1.959735761092188611e+01
9.700000000000008171e+00,2.900000000000000000e+01,1.960364729022206376e+01
9.720000000000007745e+00,2.900000000000000000e+01,1.962250532367828626e+01
9.740000000000007319e+00,2.900000000000000000e+01,1.965317244688420217e+01
9.760000000000008669e+00,2.900000000000000000e+01,1.969391996857841320e+01
9.780000000000008242e+00,2.900000000000000000e+01,1.973816299181670786e+01
9.800000000000007816e+00,2.900000000000000000e+01,1.978216832116769908e+01
9.820000000000007390e+00,2.900000000000000000e+01,1.981912887237183796e+01
9.840000000000006963e+00,2.900000000000000000e+01,1.984564435363130386e+01
9.860000000000008313e+00,2.900000000000000000e+01,1.985974981682950258e+01
9.880000000000007887e+00,2.900000000000000000e+01,1.986032404147907826e+01
9.900000000000007461e+00,2.900000000000000000e+01,1.984864139201227928e+01
9.920000000000008811e+00,2.900000000000000000e+01,1.982633266141538542e+01
9.940000000000008384e+00,2.900000000000000000e+01,1.979615369317733453e+01
9.960000000000007958e+00,2.900000000000000000e+01,1.976087442096837776e+01
9.980000000000007532e+00,2.900000000000000000e+01,1.972331142501176870e+01
1.000000000000000711e+01,2.900000000000000000e+01,1.968655997206692732e+01
1.002000000000000846e+01,2.900000000000000000e+01,1.965322304999405745e+01
1.004000000000000803e+01,3.000000000000000000e+01,1.962664964835869696e+01
1.006000000000000760e+01,3.000000000000000000e+01,1.960896292639747784e+01
1.008000000000000895e+01,3.000000000000000000e+01,1.960236958582757083e+01
1.010000000000000853e+01,3.000000000000000000e+01,1.960851454301581498e+01
1.012000000000000810e+01,3.000000000000000000e+01,1.962762227592735798e+01
1.014000000000000767e+01,3.000000000000000000e+01,1.965718938449886721e+01
1.016000000000000725e+01,3.000000000000000000e+01,1.969676735770789122e+01
1.018000000000000860e+01,3.000000000000000000e+01,1.974031822592058560e+01
1.020000000000000817e+01,3.000000000000000000e+01,1.978130415271883891e+01
1.022000000000000774e+01,3.000000000000000000e+01,1.981689533435797657e+01
1.024000000000000909e+01,3.000000000000000000e+01,1.983710826525373605e+01
1.026000000000000867e+01,3.000000000000000000e+01,1.985488688339856012e+01
1.028000000000000824e+01,3.000000000000000000e+01,1.985514769958683345e+01
1.030000000000000782e+01,3.000000000000000000e+01,1.984213825879925963e+01
1.032000000000000739e+01,3.000000000000000000e+01,1.982134009900776661e+01
1.034000000000000874e+01,3.000000000000000000e+01,1.979256041133614730e+01
1.036000000000000831e+01,3.000000000000000000e+01,1.975757184702322888e+01
1.038000000000000789e+01,3.000000000000000000e+01,1.972185377649097404e+01
1.040000000000000924e+01,3.000000000000000000e+01,1.968781671195822369e+01
1.042000000000000881e+01,3.000000000000000000e+01,1.965483870633501340e+01
1.044000000000000838e+01,3.100000000000000000e+01,1.962955671611883446e+01
1.046000000000000796e+01,3.100000000000000000e+01,1.960874660986122819e+01
1.048000000000000753e+01,3.100000000000000000e+01,1.960710403538434221e+01
1.050000000000000888e+01,3.100000000000000000e+01,1.961363984609697653e+01
1.052000000000000846e+01,3.100000000000000000e+01,1.963169926776427587e+01
1.054000000000000803e+01,3.100000000000000000e+01,1.966206834410163040e+01
1.056000000000000938e+01,3.100000000000000000e+01,1.970019530988002643e+01
1.058000000000000895e+01,3.100000000000000000e+01,1.974104082534548965e+01
1.060000000000000853e+01,3.100000000000000000e+01,1.978117921991190542e+01
1.062000000000000810e+01,3.100000000000000000e+01,1.981531329377897421e+01
1.064000000000000767e+01,3.100000000000000000e+01,1.983850998618082428e+01
1.066000000000000902e+01,3.100000000000000000e+01,1.985083939922073171e+01
1.068000000000000860e+01,3.100000000000000000e+01,1.984855678209595808e+01
1.070000000000000817e+01,3.100000000000000000e+01,1.983814616137227915e+01
1.072000000000000952e+01,3.100000000000000000e+01,1.981668521565188357e+01
1.074000000000000909e+01,3.100000000000000000e+01,1.978819917390846328e+01
1.076000000000000867e+01,3.100000000000000000e+01,1.975521769118825688e+01
1.078000000000000824e+01,3.100000000000000000e+01,1.972042892762808819e+01
1.080000000000000782e+01,3.100000000000000000e+01,1.968657063633690996e+01
1.082000000000000917e+01,3.100000000000000000e+01,1.965618806636464555e+01
1.084000000000000874e+01,3.200000000000000000e+01,1.963195002967105651e+01
1.086000000000000831e+01,3.200000000000000000e+01,1.961661568002134715e+01
1.088000000000000966e+01,3.200000000000000000e+01,1.961156600576954290e+01
1.090000000000000924e+01,3.200000000000000000e+01,1.961823318640647429e+01
1.092000000000000881e+01,3.200000000000000000e+01,1.963686804276691689e+01
1.094000000000000838e+01,3.200000000000000000e+01,1.966585093727626088e+01
1.096000000000000796e+01,3.200000000000000000e+01,1.970301675050464851e+01
1.098000000000000931e+01,3.200000000000000000e+01,1.974245278833592820e+01
1.100000000000000888e+01,3.200000000000000000e+01,1.978055397631751688e+01
1.102000000000000846e+01,3.200000000000000000e+01,1.981333046068702686e+01
1.104000000000000981e+01,3.200000000000000000e+01,1.983525487068466120e+01
1.106000000000000938e+01,3.200000000000000000e+01,1.984557444522226888e+01
1.108000000000000895e+01,3.200000000000000000e+01,1.984547830353653453e+01
1.110000000000000853e+01,3.200000000000000000e+01,1.983318415583827843e+01
1.112000000000000810e+01,3.200000000000000000e+01,1.982009640909836179e+01
1.114000000000000945e+01,3.200000000000000000e+01,1.978451473837380092e+01
1.116000000000000902e+01,3.200000000000000000e+01,1.975223427893784844e+01
1.118000000000000860e+01,3.200000000000000000e+01,1.971934106319203295e+01
1.120000000000000995e+01,3.200000000000000000e+01,1.968627291372014554e+01
1.122000000000000952e+01,3.200000000000000000e+01,1.965687698965142971e+01
1.124000000000000909e+01,3.300000000000000000e+01,1.963453543084049002e+01
1.126000000000000867e+01,3.300000000000000000e+01,1.961965370369556894e+01
1.128000000000000824e+01,3.300000000000000000e+01,1.961506275694044987e+01
1.130000000000000959e+01,3.300000000000000000e+01,1.962236395881539153e+01
1.132000000000000917e+01,3.300000000000000000e+01,1.964062228259671627e+01
1.134000000000000874e+01,3.300000000000000000e+01,1.968516710703632810e+01
1.136000000000001009e+01,3.300000000000000000e+01,1.970476401445341352e+01
1.138000000000000966e+01,3.300000000000000000e+01,1.974319636991415194e+01
1.140000000000000924e+01,3.300000000000000000e+01,1.978044572663297629e+01
1.142000000000000881e+01,3.300000000000000000e+01,1.981076562023170951e+01
1.144000000000000838e+01,3.300000000000000000e+01,1.983142870801873059e+01
1.146000000000000973e+01,3.300000000000000000e+01,1.984207843496063006e+01
1.148000000000000931e+01,3.300000000000000000e+01,1.984052401318640335e+01
1.150000000000000888e+01,3.300000000000000000e+01,1.982836964720781481e+01
1.152000000000001023e+01,3.300000000000000000e+01,1.980798702577354220e+01
1.154000000000000981e+01,3.300000000000000000e+01,1.978086900299009088e+01
1.156000000000000938e+01,3.300000000000000000e+01,1.944356318476449985e+01
1.158000000000000895e+01,3.300000000000000000e+01,1.971750112682723000e+01
1.160000000000000853e+01,3.300000000000000000e+01,1.968597789072203597e+01
1.162000000000000988e+01,3.300000000000000000e+01,1.965832687233236697e+01
1.164000000000000945e+01,3.400000000000000000e+01,1.963632195593448060e+01
1.166000000000000902e+01,3.400000000000000000e+01,1.962259111753848373e+01
1.168000000000001037e+01,3.400000000000000000e+01,1.961880564883023581e+01
1.170000000000000995e+01,3.400000000000000000e+01,1.962608313262546389e+01
1.172000000000000952e+01,3.400000000000000000e+01,1.964439912469141447e+01
1.174000000000000909e+01,3.400000000000000000e+01,1.967195032230188900e+01
1.176000000000000867e+01,3.400000000000000000e+01,1.970669293029919444e+01
1.178000000000001002e+01,3.400000000000000000e+01,1.972512152742908498e+01
1.180000000000000959e+01,3.400000000000000000e+01,1.977952008337972245e+01
1.182000000000000917e+01,3.400000000000000000e+01,1.980898299825669540e+01
1.184000000000001052e+01,3.400000000000000000e+01,1.982820683746357204e+01
1.186000000000001009e+01,3.400000000000000000e+01,1.983817227761477042e+01
1.188000000000000966e+01,3.400000000000000000e+01,1.983656414521899691e+01
1.190000000000000924e+01,3.400000000000000000e+01,1.982434419614752130e+01
1.192000000000000881e+01,3.400000000000000000e+01,1.980408847186450316e+01
1.194000000000001016e+01,3.400000000000000000e+01,1.977841231966905511e+01
1.196000000000000973e+01,3.400000000000000000e+01,1.974738979550660289e+01
1.198000000000000931e+01,3.400000000000000000e+01,1.971630507811816813e+01
1.200000000000001066e+01,3.400000000000000000e+01,1.968614089193393113e+01
1.202000000000001023e+01,3.400000000000000000e+01,1.965929967814921753e+01
1.204000000000000981e+01,3.500000000000000000e+01,1.963866136160726228e+01
1.206000000000000938e+01,3.500000000000000000e+01,1.962546369850614525e+01
1.208000000000000895e+01,3.500000000000000000e+01,1.962238527891621231e+01
1.210000000000001030e+01,3.500000000000000000e+01,1.963005760192376670e+01
1.212000000000000988e+01,3.500000000000000000e+01,1.964766541414415357e+01
1.214000000000000945e+01,3.500000000000000000e+01,1.967546222061843864e+01
1.216000000000001080e+01,3.500000000000000000e+01,1.970999346614345171e+01
1.218000000000001037e+01,3.500000000000000000e+01,1.974509910566624526e+01
1.220000000000000995e+01,3.500000000000000000e+01,1.977948519791933535e+01
1.222000000000000952e+01,3.500000000000000000e+01,1.981473975545901922e+01
1.224000000000000909e+01,3.500000000000000000e+01,1.982635233122998741e+01
1.226000000000001044e+01,3.500000000000000000e+01,1.983505361745048745e+01
1.228000000000001002e+01,3.500000000000000000e+01,1.983216965772722418e+01
1.230000000000000959e+01,3.500000000000000000e+01,1.982045308499438008e+01
1.232000000000001094e+01,3.500000000000000000e+01,1.980071038298651587e+01
1.234000000000001052e+01,3.500000000000000000e+01,1.977477124775893103e+01
1.236000000000001009e+01,3.500000000000000000e+01,1.974561730768605372e+01
1.238000000000000966e+01,3.500000000000000000e+01,1.971540403970222499e+01
1.240000000000000924e+01,3.500000000000000000e+01,1.968601231886563241e+01
1.242000000000001059e+01,3.500000000000000000e+01,1.966042121539973664e+01
1.244000000000001016e+01,3.600000000000000000e+01,1.964078439798436904e+01
1.246000000000000973e+01,3.600000000000000000e+01,1.962853362596389317e+01
1.248000000000001108e+01,3.600000000000000000e+01,1.962593017671522588e+01
1.250000000000001066e+01,3.600000000000000000e+01,1.963357841691436789e+01
1.252000000000001023e+01,3.600000000000000000e+01,1.965182934132170089e+01
1.254000000000000981e+01,3.600000000000000000e+01,1.967881531870358813e+01
1.256000000000000938e+01,3.600000000000000000e+01,1.971134538944608394e+01
1.258000000000001073e+01,3.600000000000000000e+01,1.974638564462425094e+01
1.260000000000001030e+01,3.600000000000000000e+01,1.977907413628178190e+01
1.262000000000000988e+01,3.600000000000000000e+01,1.980617930460680398e+01
1.264000000000001123e+01,3.600000000000000000e+01,1.982378745935833564e+01
1.266000000000001080e+01,3.600000000000000000e+01,1.983011103808616937e+01
1.268000000000001037e+01,3.600000000000000000e+01,1.982876044284556016e+01
1.270000000000000995e+01,3.600000000000000000e+01,1.981672068881130500e+01
1.272000000000000952e+01,3.600000000000000000e+01,1.979747795548237477e+01
1.274000000000001087e+01,3.600000000000000000e+01,1.977201311002749762e+01
1.276000000000001044e+01,3.600000000000000000e+01,1.974329078638944068e+01
1.278000000000001002e+01,3.600000000000000000e+01,1.971428188257054970e+01
1.280000000000001137e+01,3.600000000000000000e+01,1.968597292327157788e+01
1.282000000000001094e+01,3.600000000000000000e+01,1.966092414623780016e+01
1.284000000000001052e+01,3.700000000000000000e+01,1.964253310375906381e+01
1.286000000000001009e+01,3.700000000000000000e+01,1.963106396810097465e+01
1.288000000000000966e+01,3.700000000000000000e+01,1.962604376339343304e+01
1.290000000000001101e+01,3.700000000000000000e+01,1.963697958131855259e+01
1.292000000000001059e+01,3.700000000000000000e+01,1.965468528952947125e+01
1.294000000000001016e+01,3.700000000000000000e+01,1.968214719337130703e+01
1.296000000000001151e+01,3.700000000000000000e+01,1.971325036892345040e+01
1.298000000000001108e+01,3.700000000000000000e+01,1.974669224063647022e+01
1.300000000000001066e+01,3.700000000000000000e+01,1.977874680589891199e+01
1.302000000000001023e+01,3.700000000000000000e+01,1.980425870138058642e+01
1.304000000000000981e+01,3.700000000000000000e+01,1.982101919588594541e+01
1.306000000000001116e+01,3.700000000000000000e+01,1.982828579162232785e+01
1.308000000000001073e+01,3.700000000000000000e+01,1.982498275914933217e+01
1.310000000000001030e+01,3.700000000000000000e+01,1.981114794356415487e+01
1.312000000000001165e+01,3.700000000000000000e+01,1.979382475165777322e+01
1.314000000000001123e+01,3.700000000000000000e+01,1.976909457955621718e+01
1.316000000000001080e+01,3.700000000000000000e+01,1.974175019491995542e+01
1.318000000000001037e+01,3.700000000000000000e+01,1.971302257086463072e+01
1.320000000000000995e+01,3.700000000000000000e+01,1.968577275941857252e+01
1.322000000000001130e+01,3.700000000000000000e+01,1.966219630504194882e+01
1.324000000000001087e+01,3.800000000000000000e+01,1.964396312846384873e+01
1.326000000000001044e+01,3.800000000000000000e+01,1.963328395631413414e+01
1.328000000000001180e+01,3.800000000000000000e+01,1.963180007358294787e+01
1.330000000000001137e+01,3.800000000000000000e+01,1.963993204561789341e+01
1.332000000000001094e+01,3.800000000000000000e+01,1.965614466626849577e+01
1.334000000000001052e+01,3.800000000000000000e+01,1.968346745226277150e+01
1.336000000000001009e+01,3.800000000000000000e+01,1.971466858642235920e+01
1.338000000000001144e+01,3.800000000000000000e+01,1.974778522577189221e+01
1.340000000000001101e+01,3.800000000000000000e+01,1.977815405544062344e+01
1.342000000000001059e+01,3.800000000000000000e+01,1.980272005683577063e+01
1.344000000000001194e+01,3.800000000000000000e+01,1.981863192740439317e+01
1.346000000000001151e+01,3.800000000000000000e+01,1.982505653116979616e+01
1.348000000000001108e+01,3.800000000000000000e+01,1.982192604049854623e+01
1.350000000000001066e+01,3.800000000000000000e+01,1.980934474397058409e+01
1.352000000000001023e+01,3.800000000000000000e+01,1.979067701527898393e+01
1.354000000000001158e+01,3.800000000000000000e+01,1.976719553328640089e+01
1.356000000000001116e+01,3.800000000000000000e+01,1.973965379485090210e+01
1.358000000000001073e+01,3.800000000000000000e+01,1.971216004364953278e+01
1.360000000000001208e+01,3.800000000000000000e+01,1.968555226782943279e+01
1.362000000000001165e+01,3.800000000000000000e+01,1.966302927267877720e+01
1.364000000000001123e+01,3.900000000000000000e+01,1.964579870662561234e+01
1.366000000000001080e+01,3.900000000000000000e+01,1.963566250630980647e+01
1.368000000000001037e+01,3.900000000000000000e+01,1.963459386309057564e+01
1.370000000000001172e+01,3.900000000000000000e+01,1.964311921604609879e+01
1.372000000000001130e+01,3.900000000000000000e+01,1.966064423288932872e+01
1.374000000000001087e+01,3.900000000000000000e+01,1.968610577645924309e+01
1.376000000000001222e+01,3.900000000000000000e+01,1.971905293971850526e+01
1.378000000000001180e+01,3.900000000000000000e+01,1.974841042565315874e+01
1.380000000000001137e+01,3.900000000000000000e+01,1.977803753971280543e+01
1.382000000000001094e+01,3.900000000000000000e+01,1.980030544940052195e+01
1.384000000000001052e+01,3.900000000000000000e+01,1.981664444819670479e+01
1.386000000000001187e+01,3.900000000000000000e+01,1.982276669388877721e+01
1.388000000000001144e+01,3.900000000000000000e+01,1.981843109505719269e+01
1.390000000000001101e+01,3.900000000000000000e+01,1.980671144395047278e+01
1.392000000000001236e+01,3.900000000000000000e+01,1.978808136440715160e+01
1.394000000000001194e+01,3.900000000000000000e+01,1.976436986669005691e+01
1.396000000000001151e+01,3.900000000000000000e+01,1.973825805068396377e+01
1.398000000000001108e+01,3.900000000000000000e+01,1.971186514833285486e+01
1.400000000000001066e+01,3.900000000000000000e+01,1.968586184579596932e+01
1.402000000000001201e+01,4.000000000000000000e+01,1.966399374401971656e+01
1.404000000000001158e+01,4.000000000000000000e+01,1.964708259457385253e+01
1.406000000000001116e+01,4.000000000000000000e+01,1.963814840942254492e+01
1.408000000000001251e+01,4.000000000000000000e+01,1.963744043871029987e+01
1.410000000000001208e+01,4.000000000000000000e+01,1.964586435653358620e+01
1.412000000000001165e+01,4.000000000000000000e+01,1.966357818763507481e+01
1.414000000000001123e+01,4.000000000000000000e+01,1.968866455906150037e+01
1.416000000000001080e+01,4.000000000000000000e+01,1.971837534682957482e+01
1.418000000000001215e+01,4.000000000000000000e+01,1.974942315115618996e+01
1.420000000000001172e+01,4.000000000000000000e+01,1.977814807346177872e+01
1.422000000000001130e+01,4.000000000000000000e+01,1.980030487452034293e+01
1.424000000000001265e+01,4.000000000000000000e+01,1.981463934466840371e+01
1.426000000000001222e+01,4.000000000000000000e+01,1.981967225307775493e+01
1.428000000000001180e+01,4.000000000000000000e+01,1.981580585963949659e+01
1.430000000000001137e+01,4.000000000000000000e+01,1.980376453383238911e+01
1.432000000000001094e+01,4.000000000000000000e+01,1.978555908132918617e+01
1.434000000000001229e+01,4.000000000000000000e+01,1.976234458184060472e+01
1.436000000000001187e+01,4.000000000000000000e+01,1.973658849592666087e+01
1.438000000000001144e+01,4.000000000000000000e+01,1.971067251613440874e+01
1.440000000000001279e+01,4.000000000000000000e+01,1.968589388403832174e+01
1.442000000000001236e+01,4.100000000000000000e+01,1.966448399738242969e+01
1.444000000000001194e+01,4.100000000000000000e+01,1.964913270349228114e+01
1.446000000000001151e+01,4.100000000000000000e+01,1.964028470669338589e+01
1.448000000000001108e+01,4.100000000000000000e+01,1.964040961655468820e+01
1.450000000000001243e+01,4.100000000000000000e+01,1.964877994846147047e+01
1.452000000000001201e+01,4.100000000000000000e+01,1.966612449113296535e+01
1.454000000000001158e+01,4.100000000000000000e+01,1.969089383507940738e+01
1.456000000000001293e+01,4.100000000000000000e+01,1.972000744837620090e+01
1.458000000000001251e+01,4.100000000000000000e+01,1.974963866963816272e+01
1.460000000000001208e+01,4.100000000000000000e+01,1.977752934037620491e+01
1.462000000000001165e+01,4.100000000000000000e+01,1.979900609789785904e+01
1.464000000000001123e+01,4.100000000000000000e+01,1.981151010396376577e+01
1.466000000000001258e+01,4.100000000000000000e+01,1.981723777121790064e+01
1.468000000000001215e+01,4.100000000000000000e+01,1.981279702996201308e+01
1.470000000000001172e+01,4.100000000000000000e+01,1.980138153273376744e+01
1.472000000000001307e+01,4.100000000000000000e+01,1.978261648886070745e+01
1.474000000000001265e+01,4.100000000000000000e+01,1.976002665238691236e+01
1.476000000000001222e+01,4.100000000000000000e+01,1.973528097916151935e+01
1.478000000000001180e+01,4.100000000000000000e+01,1.970964586575379229e+01
1.480000000000001137e+01,4.100000000000000000e+01,1.968572721571688078e+01
1.482000000000001272e+01,4.200000000000000000e+01,1.966548414873114226e+01
1.484000000000001229e+01,4.200000000000000000e+01,1.965034271210803141e+01
1.486000000000001187e+01,4.200000000000000000e+01,1.964162203433004095e+01
1.488000000000001322e+01,4.200000000000000000e+01,1.964239622937889962e+01
1.490000000000001279e+01,4.200000000000000000e+01,1.965113616062871316e+01
1.492000000000001236e+01,4.200000000000000000e+01,1.966950038376220888e+01
1.494000000000001194e+01,4.200000000000000000e+01,1.969278288860637005e+01
1.496000000000001151e+01,4.200000000000000000e+01,1.972127401167824701e+01
1.498000000000001286e+01,4.200000000000000000e+01,1.975069230263458664e+01
1.500000000000001243e+01,4.200000000000000000e+01,1.977687072138045110e+01
1.502000000000001201e+01,4.200000000000000000e+01,1.979774000432964343e+01
1.504000000000001336e+01,4.200000000000000000e+01,1.981050279536933090e+01
1.506000000000001293e+01,4.200000000000000000e+01,1.981452284211926695e+01
1.508000000000001251e+01,4.200000000000000000e+01,1.980988129610291892e+01
1.510000000000001208e+01,4.200000000000000000e+01,1.979784325204409967e+01
1.512000000000001165e+01,4.200000000000000000e+01,1.978010159456840711e+01
1.514000000000001300e+01,4.200000000000000000e+01,1.975709666146341448e+01
1.516000000000001258e+01,4.200000000000000000e+01,1.973348861458707404e+01
1.518000000000001215e+01,4.200000000000000000e+01,1.970894783578449250e+01
1.520000000000001350e+01,4.200000000000000000e+01,1.968578001402486777e+01
1.522000000000001307e+01,4.300000000000000000e+01,1.966608989818944053e+01
1.524000000000001265e+01,4.300000000000000000e+01,1.965178308133442187e+01
1.526000000000001222e+01,4.300000000000000000e+01,1.964406771795988504e+01
1.528000000000001180e+01,4.300000000000000000e+01,1.964462583374500682e+01
1.530000000000001315e+01,4.300000000000000000e+01,1.965374424705233380e+01
1.532000000000001272e+01,4.300000000000000000e+01,1.967074345589549011e+01
1.534000000000001229e+01,4.300000000000000000e+01,1.969481974102270527e+01
1.536000000000001364e+01,4.300000000000000000e+01,1.972182004018669943e+01
1.538000000000001322e+01,4.300000000000000000e+01,1.975107306452415301e+01
1.540000000000001279e+01,4.300000000000000000e+01,1.977692688109291552e+01
1.542000000000001236e+01,4.300000000000000000e+01,1.979633954484062386e+01
1.544000000000001194e+01,4.300000000000000000e+01,1.980872989789054728e+01
1.546000000000001329e+01,4.300000000000000000e+01,1.981241741032530612e+01
1.548000000000001286e+01,4.300000000000000000e+01,1.980736311121758675e+01
1.550000000000001243e+01,4.300000000000000000e+01,1.979559480265082172e+01
1.552000000000001378e+01,4.300000000000000000e+01,1.977853076284565148e+01
1.554000000000001336e+01,4.300000000000000000e+01,1.975609718171474327e+01
1.556000000000001293e+01,4.300000000000000000e+01,1.973240290408139685e+01
1.558000000000001251e+01,4.300000000000000000e+01,1.970720055470455989e+01
1.560000000000001208e+01,4.300000000000000000e+01,1.968586489565620568e+01
1.562000000000001343e+01,4.400000000000000000e+01,1.966692959207404456e+01
1.564000000000001300e+01,4.400000000000000000e+01,1.965277950107237004e+01
1.566000000000001258e+01,4.400000000000000000e+01,1.964607062797781722e+01
1.568000000000001393e+01,4.400000000000000000e+01,1.964730153470569007e+01
1.570000000000001350e+01,4.400000000000000000e+01,1.965609389582890998e+01
1.572000000000001307e+01,4.400000000000000000e+01,1.967345348048013776e+01
1.574000000000001265e+01,4.400000000000000000e+01,1.969749964569333400e+01
1.576000000000001222e+01,4.400000000000000000e+01,1.972405911733090278e+01
1.578000000000001357e+01,4.400000000000000000e+01,1.975185723156291928e+01
1.580000000000001315e+01,4.400000000000000000e+01,1.977415314567358351e+01
1.582000000000001272e+01,4.400000000000000000e+01,1.979570052108661571e+01
1.584000000000001407e+01,4.400000000000000000e+01,1.980721139153118315e+01
1.586000000000001364e+01,4.400000000000000000e+01,1.981005797976071747e+01
1.588000000000001322e+01,4.400000000000000000e+01,1.980536091173508950e+01
1.590000000000001279e+01,4.400000000000000000e+01,1.979337391134884783e+01
1.592000000000001236e+01,4.400000000000000000e+01,1.977564643104438247e+01
1.594000000000001371e+01,4.400000000000000000e+01,1.975448659287711450e+01
1.596000000000001329e+01,4.400000000000000000e+01,1.973108524115800932e+01
1.598000000000001286e+01,4.400000000000000000e+01,1.970785626027530668e+01
1.600000000000001421e+01,4.400000000000000000e+01,1.968599183993054424e+01
1.602000000000001378e+01,4.500000000000000000e+01,1.966755882649163567e+01
1.604000000000001336e+01,4.500000000000000000e+01,1.965455353171787678e+01
1.606000000000001293e+01,4.500000000000000000e+01,1.964806589813808202e+01
1.608000000000001251e+01,4.500000000000000000e+01,1.964911550859256550e+01
1.610000000000001563e+01,4.500000000000000000e+01,1.965852664508861025e+01
1.612000000000001165e+01,4.500000000000000000e+01,1.967558042889414338e+01
1.614000000000001478e+01,4.500000000000000000e+01,1.969908250369915947e+01
1.616000000000001435e+01,4.500000000000000000e+01,1.972537142528653575e+01
1.618000000000001393e+01,4.500000000000000000e+01,1.975225323728456672e+01
1.620000000000001350e+01,4.500000000000000000e+01,1.977652228519544764e+01
1.622000000000001307e+01,4.500000000000000000e+01,1.979462484064172401e+01
1.624000000000001265e+01,4.500000000000000000e+01,1.980529127654213184e+01
1.626000000000001222e+01,4.500000000000000000e+01,1.980800594194667141e+01
1.628000000000001535e+01,4.500000000000000000e+01,1.980269439647723928e+01
1.630000000000001137e+01,4.500000000000000000e+01,1.979099168427003264e+01
1.632000000000001450e+01,4.500000000000000000e+01,1.977350824236641103e+01
1.634000000000001407e+01,4.500000000000000000e+01,1.975255654915774528e+01
1.636000000000001364e+01,4.500000000000000000e+01,1.972994657866664880e+01
1.638000000000001322e+01,4.500000000000000000e+01,1.970705627161369833e+01
1.640000000000001279e+01,4.500000000000000000e+01,1.968562178337768032e+01
1.642000000000001592e+01,4.600000000000000000e+01,1.966832893379583780e+01
1.644000000000001194e+01,4.600000000000000000e+01,1.965569948316627347e+01
1.646000000000001506e+01,4.600000000000000000e+01,1.965268328124852815e+01
