r,gtt,grr,phi,gtt_schw,grr_schw
3.254088857948779889e+00,6.675637619300027747e-01,1.469803993995211000e+00,1.971467903365941021e-01,6.926943167033392523e-01,1.443638233902633239e+00
3.255587839696384655e+00,6.677139159436477067e-01,1.469511426992065051e+00,1.970430403714955037e-01,6.928358105388243704e-01,1.443343408046837917e+00
3.257087511943350666e+00,6.678641535803450102e-01,1.469218533037585095e+00,1.969392426144309649e-01,6.929772392258053415e-01,1.443048838252178001e+00
3.258587875007754153e+00,6.680144728367517493e-01,1.468925319350977921e+00,1.968353970433852906e-01,6.931186027942792816e-01,1.442754524216405265e+00
3.260088929207817010e+00,6.681648716655557152e-01,1.468631793301492960e+00,1.967315036363331548e-01,6.932599012742286515e-01,1.442460465637743550e+00
3.261590674861907679e+00,6.683153479762754534e-01,1.468337962405040997e+00,1.966275623712391285e-01,6.934011346956223676e-01,1.442166662214885653e+00
3.263093112288541597e+00,6.684658996360720584e-01,1.468043834320768681e+00,1.965235732260576518e-01,6.935423030884158013e-01,1.441873113646992000e+00
3.264596241806380306e+00,6.686165244705707389e-01,1.467749416847604627e+00,1.964195361787329230e-01,6.936834064825498913e-01,1.441579819633693083e+00
3.266100063734233672e+00,6.687672202646999242e-01,1.467454717920773088e+00,1.963154512071990376e-01,6.938244449079526976e-01,1.441286779875082802e+00
3.267604578391056780e+00,6.689179847635393639e-01,1.467159745608276111e+00,1.962113182893798768e-01,6.939654183945377364e-01,1.440993994071724016e+00
3.269109786095951709e+00,6.690688156731771086e-01,1.466864508107340814e+00,1.961071374031893022e-01,6.941063269722049789e-01,1.440701461924642990e+00
3.270615687168167973e+00,6.692197106615852542e-01,1.466569013740848249e+00,1.960029085265308502e-01,6.942471706708406298e-01,1.440409183135330506e+00
3.272122281927102971e+00,6.693706673595014589e-01,1.466273270953731389e+00,1.958986316372978709e-01,6.943879495203173491e-01,1.440117157405740089e+00
3.273629570692299762e+00,6.695216833613201191e-01,1.465977288309344928e+00,1.957943067133736392e-01,6.945286635504938078e-01,1.439825384438287781e+00
3.275137553783449285e+00,6.696727562259997546e-01,1.465681074485816637e+00,1.956899337326312160e-01,6.946693127912149102e-01,1.439533863935851254e+00
3.276646231520390362e+00,6.698238834779736139e-01,1.465384638272372309e+00,1.955855126729333371e-01,6.948098972723119049e-01,1.439242595601768038e+00
3.278155604223107922e+00,6.699750626080741567e-01,1.465087988565644039e+00,1.954810435121327183e-01,6.949504170236022738e-01,1.438951579139835957e+00
3.279665672211735217e+00,6.701262910744679724e-01,1.464791134365956093e+00,1.953765262280717785e-01,6.950908720748899539e-01,1.438660814254310472e+00
3.281176435806552938e+00,6.702775663035928089e-01,1.464494084773591887e+00,1.952720755564756050e-01,6.952312624559648935e-01,1.438370300649906008e+00
3.282687895327988326e+00,6.704288856911134742e-01,1.464196848985054311e+00,1.951707852826845280e-01,6.953715881966033852e-01,1.438080038031793517e+00
3.284200051096616946e+00,6.705802466028751851e-01,1.463899436289294087e+00,1.950694483499735288e-01,6.955118493265679547e-01,1.437790026105599583e+00
3.285712903433163579e+00,6.707316463758747904e-01,1.463601856063939444e+00,1.949680647368492170e-01,6.956520458756078051e-01,1.437500264577405984e+00
3.287226452658496889e+00,6.708830823192309945e-01,1.463304117771510260e+00,1.948666344218086544e-01,6.957921778734579288e-01,1.437210753153749243e+00
3.288740699093636977e+00,6.710345517151675709e-01,1.463006230955615994e+00,1.947651573833386884e-01,6.959322453498398842e-01,1.436921491541619078e+00
3.290255643059750046e+00,6.711860518200006842e-01,1.462708205237148062e+00,1.946636335999164524e-01,6.960722483344616851e-01,1.436632479448457289e+00
3.291771284878150627e+00,6.713375798651332049e-01,1.462410050310472220e+00,1.945620630500090320e-01,6.962121868570172456e-01,1.436343716582157981e+00
3.293287624870301578e+00,6.714891330580562423e-01,1.462111775939597180e+00,1.944604457120736873e-01,6.963520609471871570e-01,1.436055202651065565e+00
3.294804663357813190e+00,6.716407085833535628e-01,1.461813391954354557e+00,1.943587815645577144e-01,6.964918706346383548e-01,1.435766937363974094e+00
3.296322400662444974e+00,6.717923036037138917e-01,1.461514908246567490e+00,1.942570705858984448e-01,6.966316159490240079e-01,1.435478920430127259e+00
3.297840837106103429e+00,6.719439152609487653e-01,1.461216334766218372e+00,1.941553127545233570e-01,6.967712969199834072e-01,1.435191151559216838e+00
3.299359973010844271e+00,6.720955406770108276e-01,1.460917681517615474e+00,1.940535080488499375e-01,6.969109135771427432e-01,1.434903630461381141e+00
3.300879808698870654e+00,6.722471769550223408e-01,1.460618958555566671e+00,1.939516564472857640e-01,6.970504659501138844e-01,1.434616356847206342e+00
3.302400344492534945e+00,6.723988211803012538e-01,1.460320175981536295e+00,1.938497579282284222e-01,6.971899540684958207e-01,1.434329330427722260e+00
3.303921580714338724e+00,6.725504704213960405e-01,1.460021343939831517e+00,1.937478124700655335e-01,6.973293779618732202e-01,1.434042550914405023e+00
3.305443517686928789e+00,6.727021217311219825e-01,1.459722472613777189e+00,1.936458200511749772e-01,6.974687376598174282e-01,1.433756018019174405e+00
3.306966155733104706e+00,6.728537721475970068e-01,1.459423572221889565e+00,1.935437806499243352e-01,6.976080331918863564e-01,1.433469731454392049e+00
3.308489495175812589e+00,6.730054186952857398e-01,1.459124653014084227e+00,1.934416942446714194e-01,6.977472645876241497e-01,1.433183690932862797e+00
3.310013536338147322e+00,6.731570583860406742e-01,1.458825725267861584e+00,1.933395608137641053e-01,6.978864318765609642e-01,1.432897896167833141e+00
3.311538279543353447e+00,6.733086882201473333e-01,1.458526799284522779e+00,1.932373803355401654e-01,6.980255350882141885e-01,1.432612346872988329e+00
3.313063725114823832e+00,6.734603051873710999e-01,1.458227885385390499e+00,1.931351527883274910e-01,6.981645742520867781e-01,1.432327042762455260e+00
3.314589873376100115e+00,6.736119062680039349e-01,1.457928993908043536e+00,1.930328781504439539e-01,6.983035493976688102e-01,1.432041983550797593e+00
3.316116724650873593e+00,6.737634884339092078e-01,1.457630135202559130e+00,1.929305564001974338e-01,6.984424605544361508e-01,1.431757168953018855e+00
3.317644279262984330e+00,6.739150486495747439e-01,1.457331319627781507e+00,1.928281875158858460e-01,6.985813077518514547e-01,1.431472598684558228e+00
3.319172537536421164e+00,6.740665838731562109e-01,1.457032557547595530e+00,1.927257948782427066e-01,6.987200910193638315e-01,1.431188272461291877e+00
3.320701499795323031e+00,6.742180910575246156e-01,1.456733859327221881e+00,1.926265869063668035e-01,6.988588103864088463e-01,1.430904189999530729e+00
3.322231166363978527e+00,6.743695671513156853e-01,1.456435235329537781e+00,1.925273332347741395e-01,6.989974658824082976e-01,1.430620351016020919e+00
3.323761537566822799e+00,6.745210090999712582e-01,1.456136695911406820e+00,1.924280338424134151e-01,6.991360575367704389e-01,1.430336755227942014e+00
3.325292613728443758e+00,6.746724138467846688e-01,1.455838251420033647e+00,1.923286887082235053e-01,6.992745853788902011e-01,1.430053402352906566e+00
3.326824395173577642e+00,6.748237783339421370e-01,1.455539912189343754e+00,1.922292978111335982e-01,6.994130494381489704e-01,1.429770292108959007e+00
3.328356882227109903e+00,6.749750995035621592e-01,1.455241688536385469e+00,1.921298611300633064e-01,6.995514497439144774e-01,1.429487424214574975e+00
3.329890075214076095e+00,6.751263742987315686e-01,1.454943590757753036e+00,1.920303786439223337e-01,6.996897863255409078e-01,1.429204798388661102e+00
3.331423974459661430e+00,6.752775996645404843e-01,1.454645629126038564e+00,1.919308503316108638e-01,6.998280592123689026e-01,1.428922414350553005e+00
3.332958580289200334e+00,6.754287725491119332e-01,1.454347813886311958e+00,1.918312761720192272e-01,6.999662684337258911e-01,1.428640271820015295e+00
3.334493893028178224e+00,6.755798899046279171e-01,1.454050155252622156e+00,1.917316561440280953e-01,7.001044140189254250e-01,1.428358370517240683e+00
3.336029913002229730e+00,6.757309486883544825e-01,1.453752663404535683e+00,1.916319902265083697e-01,7.002424959972678442e-01,1.428076710162848650e+00
3.337566640537139584e+00,6.758819458636582400e-01,1.453455348483699838e+00,1.915322783983212374e-01,7.003805143980398329e-01,1.427795290477885226e+00
3.339104075958843065e+00,6.760328784010209979e-01,1.453158220590437422e+00,1.914325206383181432e-01,7.005184692505146415e-01,1.427514111183822099e+00
3.340642219593423334e+00,6.761837432790480662e-01,1.452861289780374765e+00,1.913327169253408733e-01,7.006563605839519759e-01,1.427233172002555284e+00
3.342181071767117206e+00,6.763345374854740077e-01,1.452564566061101958e+00,1.912328672382213324e-01,7.007941884275981081e-01,1.426952472656405346e+00
3.343720632806309379e+00,6.764852580181579533e-01,1.452268059388867050e+00,1.911329715557817388e-01,7.009319528106860986e-01,1.426672012868114736e+00
3.345260903037535982e+00,6.766359018860761410e-01,1.451971779665300444e+00,1.910330298568345408e-01,7.010696537624350189e-01,1.426391792360849786e+00
3.346801882787483251e+00,6.767864661103101254e-01,1.451675736734193256e+00,1.909330421201824446e-01,7.012072913120508399e-01,1.426111810858196938e+00
3.348343572382987521e+00,6.769369477250223310e-01,1.451379940378280331e+00,1.908330083246184139e-01,7.013448654887262101e-01,1.425832068084163629e+00
3.349885972151036562e+00,6.770873437784313831e-01,1.451084400316094980e+00,1.907329284489255594e-01,7.014823763216400110e-01,1.425552563763177405e+00
3.351429082418767802e+00,6.772376513337762249e-01,1.450789126198838819e+00,1.906328024718773051e-01,7.016198238399580234e-01,1.425273297620084811e+00
3.352972903513469660e+00,6.773878674702726865e-01,1.450494127607302897e+00,1.905326303722372494e-01,7.017572080728320394e-01,1.424994269380151168e+00
3.354517435762581989e+00,6.775379892840637241e-01,1.450199414048819913e+00,1.904324121287592486e-01,7.018945290494010836e-01,1.424715478769058130e+00
3.356062679493694301e+00,6.776880138891637761e-01,1.449904994954271276e+00,1.903321477201873335e-01,7.020317867987904137e-01,1.424436925512904573e+00
3.357608635034549316e+00,6.778379384183880196e-01,1.449610879675117703e+00,1.902318371252556539e-01,7.021689813501119648e-01,1.424158609338205705e+00
3.359155302713036750e+00,6.779877600242805169e-01,1.449317077480491989e+00,1.901344577845928141e-01,7.023061127324641273e-01,1.423880529971891518e+00
3.360702682857200863e+00,6.781374758800268188e-01,1.449023597554317533e+00,1.900370948540587301e-01,7.024431809749321909e-01,1.423602687141305667e+00
3.362250775795235569e+00,6.782870831803640144e-01,1.448730448992485487e+00,1.899396870737180554e-01,7.025801861065876786e-01,1.423325080574206591e+00
3.363799581855486220e+00,6.784365791424736836e-01,1.448437640800065207e+00,1.898422344229110104e-01,7.027171281564891236e-01,1.423047709998764176e+00
3.365349101366450046e+00,6.785859610068739611e-01,1.448145181888571109e+00,1.897447368809681290e-01,7.028540071536812928e-01,1.422770575143561533e+00
3.366899334656773934e+00,6.787352260382916169e-01,1.447853081073264159e+00,1.896471944272105914e-01,7.029908231271959629e-01,1.422493675737591445e+00
3.368450282055257983e+00,6.788843715265313605e-01,1.447561347070510873e+00,1.895496070409498912e-01,7.031275761060511442e-01,1.422217011510258589e+00
3.370001943890852836e+00,6.790333947873342657e-01,1.447269988495186288e+00,1.894519747014881128e-01,7.032642661192518574e-01,1.421940582191376423e+00
3.371554320492661017e+00,6.791822931632188753e-01,1.446979013858121332e+00,1.893542973881177371e-01,7.034008931957895783e-01,1.421664387511166971e+00
3.373107412189935594e+00,6.793310640243177545e-01,1.446688431563604160e+00,1.892565750801217805e-01,7.035374573646422380e-01,1.421388427200261706e+00
3.374661219312083293e+00,6.794797047692021641e-01,1.446398249906927225e+00,1.891588077567735726e-01,7.036739586547748893e-01,1.421112700989697775e+00
3.376215742188661384e+00,6.796282128256900812e-01,1.446108477071989196e+00,1.890609953973370339e-01,7.038103970951390398e-01,1.420837208610919333e+00
3.377770981149378127e+00,6.797765856516492233e-01,1.445819121128942619e+00,1.889631379810665091e-01,7.039467727146726528e-01,1.420561949795776879e+00
3.379326936524094549e+00,6.799248207357816431e-01,1.445530190031891760e+00,1.888652354872067674e-01,7.040830855423005907e-01,1.420286924276525697e+00
3.380883608642824001e+00,6.800729155984026608e-01,1.445241691616651947e+00,1.887672878949930300e-01,7.042193356069342824e-01,1.420012131785824971e+00
3.382440997835731711e+00,6.802208677922007007e-01,1.444953633598543119e+00,1.886692951836508869e-01,7.043555229374720561e-01,1.419737572056737118e+00
3.383999104433134342e+00,6.803686749029899117e-01,1.444666023570259750e+00,1.885712573323964358e-01,7.044916475627986951e-01,1.419463244822728010e+00
3.385557928765501323e+00,6.805163345504460226e-01,1.444378868999764531e+00,1.884731743204361709e-01,7.046277095117858824e-01,1.419189149817664974e+00
3.387117471163453963e+00,6.806638443888306522e-01,1.444092177228264218e+00,1.883750461269670107e-01,7.047637088132918670e-01,1.418915286775816353e+00
3.388677731957766337e+00,6.808112021077056264e-01,1.443805955468223656e+00,1.882768727311762702e-01,7.048996454961615754e-01,1.418641655431851500e+00
3.390238711479364397e+00,6.809584054326237590e-01,1.443520210801429116e+00,1.881786541122417444e-01,7.050355195892268334e-01,1.418368255520839005e+00
3.391800410059326421e+00,6.811054521258209649e-01,1.443234950177123999e+00,1.880803902493315694e-01,7.051713311213059221e-01,1.418095086778246694e+00
3.393362828028883893e+00,6.812523399868797291e-01,1.442950180410178973e+00,1.879820811216043053e-01,7.053070801212041330e-01,1.417822148939939852e+00
3.394925965719421068e+00,6.813990668533878026e-01,1.442665908179334044e+00,1.878837267082088536e-01,7.054427666177134348e-01,1.417549441742181893e+00
3.396489823462472746e+00,6.815456306015809096e-01,1.442382140025488368e+00,1.877853269882846787e-01,7.055783906396124738e-01,1.417276964921632576e+00
3.398054401589728712e+00,6.816920291469680260e-01,1.442098882350043132e+00,1.876894744643930468e-01,7.057139522156663514e-01,1.417004718215348236e+00
3.399619700433031078e+00,6.818382604449448881e-01,1.441816141413303942e+00,1.875937071197125161e-01,7.058494513746276233e-01,1.416732701360778890e+00
3.401185720324373829e+00,6.819843224913924029e-01,1.441533923332941614e+00,1.874978956602250391e-01,7.059848881452350788e-01,1.416460914095770462e+00
3.402752461595905498e+00,6.821302133232609588e-01,1.441252234082507799e+00,1.874020400656093432e-01,7.061202625562144064e-01,1.416189356158561896e+00
3.404319924579926049e+00,6.822759310191363058e-01,1.440971079490000584e+00,1.873061403155347748e-01,7.062555746362779718e-01,1.415918027287785375e+00
3.405888109608889103e+00,6.824214736997947783e-01,1.440690465236496465e+00,1.872101963896613264e-01,7.063908244141250403e-01,1.415646927222465212e+00
3.407457017015401934e+00,6.825668395287408652e-01,1.440410396854835184e+00,1.871142082676395813e-01,7.065260119184417764e-01,1.415376055702016522e+00
3.409026647132224142e+00,6.827120267127282371e-01,1.440130879728359625e+00,1.870181759291108248e-01,7.066611371779008000e-01,1.415105412466246326e+00
3.410597000292269421e+00,6.828570335022688953e-01,1.439851919089712551e+00,1.869220993537068776e-01,7.067962002211620742e-01,1.414834997255350446e+00
3.412168076828604235e+00,6.830018581921225573e-01,1.439573520019699959e+00,1.868259785210502344e-01,7.069312010768715737e-01,1.414564809809915502e+00
3.413739877074450035e+00,6.831464991217738314e-01,1.439295687446194183e+00,1.867298134107538976e-01,7.070661397736629494e-01,1.414294849870914916e+00
3.415312401363177930e+00,6.832909546758899610e-01,1.439018426143112261e+00,1.866336040024217102e-01,7.072010163401558636e-01,1.414025117179711577e+00
3.416885650028316679e+00,6.834352232847676900e-01,1.438741740729438723e+00,1.865373502756479118e-01,7.073358308049575438e-01,1.413755611478053842e+00
3.418459623403546477e+00,6.835793034247567013e-01,1.438465635668312981e+00,1.864410522100174439e-01,7.074705831966614511e-01,1.413486332508077981e+00
3.420034321822702061e+00,6.837231936186750625e-01,1.438190115266168245e+00,1.863447097851057555e-01,7.076052735438480568e-01,1.413217280012305066e+00
3.421609745619772269e+00,6.838668924362016899e-01,1.437915183671934605e+00,1.862483229804789420e-01,7.077399018750849535e-01,1.412948453733640974e+00
3.423185895128898260e+00,6.840103984942584869e-01,1.437640844876293844e+00,1.861518917756937175e-01,7.078744682189264115e-01,1.412679853415375719e+00
3.424762770684377067e+00,6.841537104573690575e-01,1.437367102710994438e+00,1.860554161502973036e-01,7.080089726039131559e-01,1.412411478801184117e+00
3.426340372620658048e+00,6.842968270380078710e-01,1.437093960848218055e+00,1.859588960838275684e-01,7.081434150585734777e-01,1.412143329635121791e+00
3.427918701272345992e+00,6.844397469969292214e-01,1.436821422800012016e+00,1.858623315558129152e-01,7.082777956114221229e-01,1.411875405661627614e+00
3.429497756974198452e+00,6.845824691434778675e-01,1.436549491917769927e+00,1.857657225457723382e-01,7.084121142909605151e-01,1.411607706625522152e+00
3.431077540061128417e+00,6.847249923358910140e-01,1.436278171391775604e+00,1.856690690332153670e-01,7.085463711256774211e-01,1.411340232272005224e+00
3.432658050868202970e+00,6.848673154815710928e-01,1.436007464250797616e+00,1.855723709976420943e-01,7.086805661440481741e-01,1.411072982346657900e+00
3.434239289730642408e+00,6.850094375373549926e-01,1.435737373361744673e+00,1.854756284185432313e-01,7.088146993745352287e-01,1.410805956595439392e+00
3.435821256983822014e+00,6.851513575097571973e-01,1.435467901429376525e+00,1.853788412754000248e-01,7.089487708455874948e-01,1.410539154764688830e+00
3.437403952963272502e+00,6.852930744552007125e-01,1.435199050996066150e+00,1.852841995881457371e-01,7.090827805856414479e-01,1.410272576601121042e+00
3.438987378004677797e+00,6.854345874802275640e-01,1.434930824441620567e+00,1.851896915441942071e-01,7.092167286231197965e-01,1.410006221851830333e+00
3.440571532443877700e+00,6.855758957416980826e-01,1.434663223983163816e+00,1.850951399655270668e-01,7.093506149864325927e-01,1.409740090264285595e+00
3.442156416616866110e+00,6.857169984469683177e-01,1.434396251675061018e+00,1.850005448320902746e-01,7.094844397039768991e-01,1.409474181586331865e+00
3.443742030859791470e+00,6.858578948540520193e-01,1.434129909408907499e+00,1.849059061238205182e-01,7.096182028041362333e-01,1.409208495566189434e+00
3.445328375508957208e+00,6.859985842717679638e-01,1.433864198913572308e+00,1.848112238206452429e-01,7.097519043152813456e-01,1.408943031952453184e+00
3.446915450900821742e+00,6.861390660598665203e-01,1.433599121755288808e+00,1.847164979024826514e-01,7.098855442657698855e-01,1.408677790494091031e+00
3.448503257371998476e+00,6.862793396291443360e-01,1.433334679337805229e+00,1.846217283492417038e-01,7.100191226839466241e-01,1.408412770940443481e+00
3.450091795259256244e+00,6.864194044415359297e-01,1.433070872902590498e+00,1.845269151408220620e-01,7.101526395981427875e-01,1.408147973041224521e+00
3.451681064899519313e+00,6.865592600101965148e-01,1.432807703529081600e+00,1.844320582571140898e-01,7.102860950366772785e-01,1.407883396546517840e+00
3.453271066629864716e+00,6.866989058995587314e-01,1.432545172134999767e+00,1.843371576779991305e-01,7.104194890278551222e-01,1.407619041206779942e+00
3.454861800787527137e+00,6.868383417253823842e-01,1.432283279476706861e+00,1.842422133833489795e-01,7.105528215999689090e-01,1.407354906772836367e+00
3.456453267709896693e+00,6.869775671547804219e-01,1.432022026149620153e+00,1.841472253530263004e-01,7.106860927812981288e-01,1.407090992995881473e+00
3.458045467734517597e+00,6.871165819062299285e-01,1.431761412588670179e+00,1.840521935668844034e-01,7.108193026001090598e-01,1.406827299627479988e+00
3.459638401199090385e+00,6.872553857495691254e-01,1.431501439068823434e+00,1.839571180047674115e-01,7.109524510846549905e-01,1.406563826419563679e+00
3.461232068441470577e+00,6.873939785059747232e-01,1.431242105705643031e+00,1.838619986465101219e-01,7.110855382631764421e-01,1.406300573124431574e+00
3.462826469799670459e+00,6.875323600479256170e-01,1.430983412455906434e+00,1.837668354719379782e-01,7.112185641639006128e-01,1.406037539494750188e+00
3.464421605611856858e+00,6.876705302991459323e-01,1.430725359118265816e+00,1.836716284608672090e-01,7.113515288150420446e-01,1.405774725283551296e+00
3.466017476216352922e+00,6.878084892345373014e-01,1.430467945333971036e+00,1.835763775931047448e-01,7.114844322448018454e-01,1.405512130244232827e+00
3.467614081951637228e+00,6.879462368800903782e-01,1.430211170587621483e+00,1.834810828484481626e-01,7.116172744813685780e-01,1.405249754130556639e+00
3.469211423156346008e+00,6.880837733127830314e-01,1.429955034207986087e+00,1.833857442066857135e-01,7.117500555529177042e-01,1.404987596696648744e+00
3.470809500169267370e+00,6.882210986604609948e-01,1.429699535368858632e+00,1.832903616475965447e-01,7.118827754876113634e-01,1.404725657696999086e+00
3.472408313329349738e+00,6.883582131017018657e-01,1.429444673089959927e+00,1.831949351509502000e-01,7.120154343135993713e-01,1.404463936886459319e+00
3.474007862975695637e+00,6.884951168656644471e-01,1.429190446237891710e+00,1.830994646965071193e-01,7.121480320590178881e-01,1.404202434020244361e+00
3.475608149447564355e+00,6.886318102319243240e-01,1.428936853527138950e+00,1.830039502640182780e-01,7.122805687519905282e-01,1.403941148853929732e+00
3.477209173084371496e+00,6.887682935302879006e-01,1.428683893521103032e+00,1.829102223779638381e-01,7.124130444206280277e-01,1.403680081143450886e+00
3.478810934225688989e+00,6.889045671405967797e-01,1.428431564633195983e+00,1.828166597494639278e-01,7.125454590930280219e-01,1.403419230645104321e+00
3.480413433211244634e+00,6.890406314925132669e-01,1.428179865127972015e+00,1.827230540217499588e-01,7.126778127972750454e-01,1.403158597115545803e+00
3.482016670380922996e+00,6.891764870652913322e-01,1.427928793122296369e+00,1.826294051749684233e-01,7.128101055614409765e-01,1.402898180311789256e+00
3.483620646074766292e+00,6.893121343875343587e-01,1.427678346586571889e+00,1.825357131892566820e-01,7.129423374135848146e-01,1.402637979991206763e+00
3.485225360632971281e+00,6.894475740369327976e-01,1.427428523345991351e+00,1.824419780447430472e-01,7.130745083817522367e-01,1.402377995911528341e+00
3.486830814395893263e+00,6.895828066399924960e-01,1.427179321081839980e+00,1.823481997215465611e-01,7.132066184939764852e-01,1.402118227830839503e+00
3.488437007704044746e+00,6.897178328717441520e-01,1.426930737332839705e+00,1.822543781997771062e-01,7.133386677782777019e-01,1.401858675507582808e+00
3.490043940898091446e+00,6.898526534554411116e-01,1.426682769496532277e+00,1.821605134595355724e-01,7.134706562626629278e-01,1.401599338700555863e+00
3.491651614318860286e+00,6.899872691622385146e-01,1.426435414830695247e+00,1.820666054809134682e-01,7.136025839751264366e-01,1.401340217168911328e+00
3.493260028307332732e+00,6.901216808108636691e-01,1.426188670454809682e+00,1.819726542439932537e-01,7.137344509436498452e-01,1.401081310672155134e+00
3.494869183204648344e+00,6.902558892672654434e-01,1.425942533351550745e+00,1.818786597288482021e-01,7.138662571962015591e-01,1.400822618970147593e+00
3.496479079352103447e+00,6.903898954442584390e-01,1.425697000368333356e+00,1.817846219155423715e-01,7.139980027607373270e-01,1.400564141823100739e+00
3.498089717091152018e+00,6.905237003011400754e-01,1.425452068218873380e+00,1.816905407841306053e-01,7.141296876651999082e-01,1.400305878991579656e+00
3.499701096763404351e+00,6.906573048433088946e-01,1.425207733484805006e+00,1.815964163146586985e-01,7.142613119375192943e-01,1.400047830236500257e+00
3.501313218710629283e+00,6.907907101218594415e-01,1.424963992617320985e+00,1.815022484871630926e-01,7.143928756056124874e-01,1.399789995319129732e+00
3.502926083274752411e+00,6.909239172331647083e-01,1.424720841938850624e+00,1.814080372816711251e-01,7.145243786973838329e-01,1.399532374001085211e+00
3.504539690797856544e+00,6.910569273184489214e-01,1.424478277644772417e+00,1.813137826782009465e-01,7.146558212407243538e-01,1.399274966044333768e+00
3.506154041622183026e+00,6.911897415633450059e-01,1.424236295805157537e+00,1.812194846567614093e-01,7.147872032635129713e-01,1.399017771211190420e+00
3.507769136090130857e+00,6.913223611974385063e-01,1.423994892366548859e+00,1.811251431973522064e-01,7.149185247936153953e-01,1.398760789264318793e+00
3.509384974544254465e+00,6.914547874937994054e-01,1.423754063153769289e+00,1.810307582799638992e-01,7.150497858588840128e-01,1.398504019966731793e+00
3.511001557327269040e+00,6.915870217685028409e-01,1.423513803871758077e+00,1.809363298845777512e-01,7.151809864871593314e-01,1.398247463081786490e+00
3.512618884782045647e+00,6.917190653801351674e-01,1.423274110107443979e+00,1.808418579911657831e-01,7.153121267062683142e-01,1.397991118373188568e+00
3.514236957251614779e+00,6.918509197292898039e-01,1.423034977331642636e+00,1.807473425796908284e-01,7.154432065440254895e-01,1.397734985604988101e+00
3.515855775079164136e+00,6.919825862580478715e-01,1.422796400900978586e+00,1.806527836301064782e-01,7.155742260282325073e-01,1.397479064541580662e+00
3.517475338608039515e+00,6.921140664494530581e-01,1.422558376059848362e+00,1.805597394402949918e-01,7.157051851866779169e-01,1.397223354947706886e+00
3.519095648181744806e+00,6.922453618269683862e-01,1.422320897942393580e+00,1.804668843728300942e-01,7.158360840471379438e-01,1.396967856588450241e+00
3.520716704143942000e+00,6.923764739539262081e-01,1.422083961574511557e+00,1.803739865320860003e-01,7.159669226373757134e-01,1.396712569229237921e+00
3.522338506838452510e+00,6.925074044329631029e-01,1.421847561875887678e+00,1.802810458983593600e-01,7.160977009851416941e-01,1.396457492635839293e+00
3.523961056609254516e+00,6.926381549054495546e-01,1.421611693662051312e+00,1.801880624519378027e-01,7.162284191181734760e-01,1.396202626574366557e+00
3.525584353800486070e+00,6.927687270509018669e-01,1.421376351646455705e+00,1.800950361730997984e-01,7.163590770641959926e-01,1.395947970811272087e+00
3.527208398756443763e+00,6.928991225863907477e-01,1.421141530442582512e+00,1.800019670421147688e-01,7.164896748509215207e-01,1.395693525113349098e+00
3.528833191821580062e+00,6.930293432659321295e-01,1.420907224566066107e+00,1.799088550392431707e-01,7.166202125060490147e-01,1.395439289247732306e+00
3.530458733340509525e+00,6.931593908798753256e-01,1.420673428436837415e+00,1.798157001447361902e-01,7.167506900572654382e-01,1.395185262981894159e+00
3.532085023658003475e+00,6.932892672542765311e-01,1.420440136381297291e+00,1.797225023388359932e-01,7.168811075322445436e-01,1.394931446083646609e+00
3.533712063118993552e+00,6.934189742502628873e-01,1.420207342634491887e+00,1.796292616017756139e-01,7.170114649586473154e-01,1.394677838321140007e+00
3.535339852068568600e+00,6.935485137633918828e-01,1.419975041342331101e+00,1.795359779137790379e-01,7.171417623641223038e-01,1.394424439462861764e+00
3.536968390851977784e+00,6.936778877229927698e-01,1.419743226563796590e+00,1.794426512550610642e-01,7.172719997763050692e-01,1.394171249277636804e+00
3.538597679814628361e+00,6.938070980915104213e-01,1.419511892273194853e+00,1.793492816058274431e-01,7.174021772228185156e-01,1.393918267534626221e+00
3.540227719302087461e+00,6.939361468638296504e-01,1.419281032362404105e+00,1.792558689462747934e-01,7.175322947312728905e-01,1.393665494003326621e+00
3.541858509660081200e+00,6.940650360665990837e-01,1.419050640643151562e+00,1.791624132565905470e-01,7.176623523292657847e-01,1.393412928453570121e+00
3.543490051234494231e+00,6.941937677575408250e-01,1.418820710849294064e+00,1.790689145169531149e-01,7.177923500443816884e-01,1.393160570655523456e+00
3.545122344371371081e+00,6.943223440247587863e-01,1.418591236639125119e+00,1.789753727075317491e-01,7.179222879041929906e-01,1.392908420379686651e+00
3.546755389416917481e+00,6.944507669860331411e-01,1.418362211597683720e+00,1.788817878084863755e-01,7.180521659362590903e-01,1.392656477396893244e+00
3.548389186717494148e+00,6.945790387881083383e-01,1.418133629239078708e+00,1.787881597999681771e-01,7.181819841681262861e-01,1.392404741478310504e+00
3.550023736619625225e+00,6.947071616059793397e-01,1.417905483008826462e+00,1.786944886621188722e-01,7.183117426273291084e-01,1.392153212395436102e+00
3.551659039469993395e+00,6.948351376421635361e-01,1.417677766286201901e+00,1.786007743750711030e-01,7.184414413413884315e-01,1.391901889920100999e+00
3.553295095615440768e+00,6.949629691259704423e-01,1.417450472386587945e+00,1.785070169189483802e-01,7.185710803378132505e-01,1.391650773824465448e+00
3.554931905402969772e+00,6.950906583127643978e-01,1.417223594563848055e+00,1.784132162738650829e-01,7.187006596440994599e-01,1.391399863881020993e+00
3.556569469179742260e+00,6.952182074832178316e-01,1.416997126012695896e+00,1.783193724199264030e-01,7.188301792877304086e-01,1.391149159862588469e+00
